Comentário,Nota
utilização ser fácil extrato simples com todas informações de utilização,10
"boa aceitação , bons descontos",10
muitas ofertas e dividem nossas compras muitas coisas boas,10
o valor das taxas,8
rápida aprovação,10
tenho a muito tempo e sempre me atendeu muito bem,10
pela eficiência e rapidez da liberação do cartão,10
"cartão ótimo e muito fácil de utilizar , apenas gostaria de aumentar o meu limite ...",10
boa tarde gostaria de saber da minha senha,4
indicação,10
fácil de utilizar . excelente no comprar .,10
por conta das taxas que contem,7
taxa de manutenção do cartão muito alta .,9
porque ele é muito bom,9
a facilidade e a agilidáde estao de parabens,10
não presta,0
nada,10
muito bom limite bom,10
excelente atendimento da promotora de cartão rainanda da loja vila pedroso,10
muito bom este cartão,10
excelente atendimento e parcelamento em até 6x ! só um observação : tiraria 10 e todos os ítens fossem parcelados . não entendo o motivo de alguns ítens não serem parcelados .,9
anonidadece muito alto um valor,1
satisfação e eficiência em agilidade nas compras,10
anuidade muito alta !,6
não consigo ter acesso ao meu aplicativo,0
anuidade caríssima e pouco limite de crédito . sendo que pago sempre antes da data,0
"com anuidade e mensalidades for do valor do mercado , não indico para ninguem .",1
sempre supre minhas necessidades,10
a praticidade e o suporte que é dado,10
ajilidade,10
facilidade em escolher o produto .,9
quantidades de parcela que podemos dividir,7
"localização , atendimento , sem burocracia , diversidade de produtos ,",10
um cartão que mim é muito útil,10
sim,10
pela facilidade de compra e porque posso compr em outros unidades como o mesmo cartao,9
apenas gostei,8
muito bom cartão,10
descontos no app,10
gosto muito da loja que fica no bairro do costa azul aqui em salvador/ba,10
queria tirar uma dúvida com vcs .,10
"muito fácil e rápido , sem burocracia",10
facilidade ao usar o cartão . liberação rápida,10
anuidade alta e não aumenta o limite,1
pratico e me facilita comprar em qualquer lugar,10
foi um bom atendimento,8
"bom dia , sem problemas com a fatura .",10
bom,10
"já tenho esse cartão a muitos anos , pago em dia , já solicitei aumento de limite , e não foi aprovado ... muito insatisfeita com esse cartão . por isso q não indico ninguém .",1
"o cartão é muito bom , porém tenho pouco limite",9
unidade muito alta do cartão,4
um atendimento maravilhoso do precisa que aumente meu limite só o que falta já enviei doc contracheque e nada,10
gosto muito do cartão pois me possibilita fazer minhas compras todo mês com tranquilida e tb sempre está aumentando o meu limite de compras.agradeco a vocês por isso,10
limite baixo e cobra anuidade .,5
"a anuidade que deveria ser por ano , e não mensal , ou não ter anuidade . e o limite não ser separado o rotativo do parcelado .",4
pq é uma nota boa,9
a facilidade para comprar .,9
taxa de anuidade muito alta,5
cartão ótimo já tenho ele faz tempo e não mim arrependo só tem uma anuidade meia alta,10
muito juros,2
pq o cartão é péssimo o atendimento é horrível,0
porque que serve pra tudo !,10
os preços e o conforto . se bem que não são todas as lojas que oferecem conforto e algumas lojas não apresentam todos os produtos que existem nas lojas maiores .,10
excelente cartão !,10
muito ruim por limite o limite do meu cartão nunca foi aumentado muito baixo juros muito alto não gostei porque você cobrou no cartão da minha mãe o juros do cartão dela muito alto nem o banco cobra como vocês cobram o juros alto de mas não recomendo pra ninguém este cartão,1
"bom aendimento , tira dúvidas de cliente sobre alguns produtos , confiança nas marcas vendidas e na marca .",8
"tenho esse cartão a mais de 20 anos e nunca aprovam um com bandeira , sendo que mim oferecem cartões com limite alto e recuso na esperança de ter um dessa entidade com bandeira seja qual for , se não fosse isso era 10 e indicaria a xarios amigos , obrigado",5
"preços , atendimento boa localização do hipermercado",8
juros alto,8
"a logística , vc encontra tudo , a higiene também enfim eu amo o g. ",10
o limite é muito pouco,4
bom entra límites,10
gostei muito . sempre que necessito eu uso .,10
preciso entrar no meu aplicativo para gerar boletos e ver extrato não estou conseguindo,3
anuidade cara demais .,5
"cartão que não dá dor de cabeça , não tenho do que reclamar",10
"a funcionaria andresa que fez o meu cartão , fez diversas coisas que eu tinha deixado claro que não queria , como seguro por exemplo . ainda agiu de má fé pedindo o cpf de um parente meu dizendo que era para confirma minha renda e fez um outro cartão como dependente e colocou um seguro também , colocou número do meu telefone errado no cadastro , quando eu esqueci a senha do app e fui recupera o acesso , acabou dando mais problema . para fazer o cartão foi muito burocrático e penso em cancela esse cartão todos dias , o que ganho de desconto comprando na loja pago em anuidade .",0
muitas facilidades cartão top,10
pq e otima esse cartão,10
"3 meses que tento solicitar a senha e nada , ja liguem para a central varias vezes manda eu aguardar e nada",0
perfeito,10
o meu limite não aumenta,5
pq o atendimento é muito bom .,10
"porque não fui eu que utilizei , foi clonado e usado indevidamente .",0
"o limite é muito baixo . não tenho como comprar renda , pois sou autônoma !",8
"não tem aumento de limite automático , taxa de anuidade é um absurdo , sendo que existe cartões com zero anuidade , app é uma bosta , central de atendimento é uma humilhação , segunda via de cartao/senha é muito burocrático . resumindo é um cartão que não dar oportunidade para o consumidor usufruir .",0
insatisfeita com serviço e atendimento !,0
a pontualidade da entrega tem sempre ofertas boa porque eu gosto de compra no tem sempre un pertinho da gente,10
"fiz o carão sem anuidade por 1 ano , tem quatro meses e veio cobrando anuidade",5
anuidade muito alta,3
eu acho que as ofertas são boas !,10
não comprei nada . o meu cartão sumiu .,0
"é um excelente mercado onde se encontra-se de tudo , bom ambiente e preços ótimos além da sua localização e atendimento bom .",10
"cobrança de unidade alta , e não aumenta o limite !",2
"recentemente tentei fazer uma compra no mercado o cartão não autorizou sendo que tinha pago a fatura antecipada , situação desconfortável . falta mais informação para o cliente referente a saldo disponível .",0
"o cartão e bom , mais a anuidade é alta .",5
utilidade do cartão .,10
gostei uivo do atendimento on-line,10
fiquei satisfeita com a forma prática de utilizar o cartão só q o limite ta baixo pro tempo q possuo,7
fácil utilização e uma confiável segurança .,9
"todo o conjunto , atendimento , preço e prazo para pagar .",10
pala facilidade e rapidez do atendimento .,10
ele bom porque e aceito em qualquer lugar,10
cartão excelente,10
péssimo atendimento para retorno aos clientes,0
atendimento e preço,8
pq encontrei produtos a promoção que seja sempre assim,10
"anuidade muito alta , preços das mercadorias altos .",5
a anuidade é muito alta deveria ser zero anuidade,2
eu tenho mas de 20 anos de eu sempre gostei muito do faser comprar no ok,10
e ótimo cartão super indico,10
limite de cartão é baixo . não permite realizar compra de eletrônicos,4
por ser um cartão completo e descomplicado e aceito em todo lugar e por ter sempre um ótimo atendimento rapido e eficiente,10
o cartão não valoriza a relação com o cliente . utilizo o cartão a mais de 3 anos e não vejo o interesse de um aumento automático do limite.fiz outro cartão na concorrência e o limite foi 3 vezes mais q o do  .,3
"atendimento , corredor amplo , higiene",10
dei essa nota pois possuo o mesmo a 9 anos e meu limite não aumenta ? tenho outros cartões com limites melhores ? já tentei cancelar mais infelizmente ate o atendimento por telefone é horrível ? limite incompatível com o ganho ?,5
loja com poucos operadores de caixas,6
não conseguiu resolveu nada pelo telefone não tem atendimento fico ligando e nada,5
as taxas de juros são muito caras,1
"preços muito altos , .",5
só o valor de unidade que paga,6
porque eu já tenho esse cartão a anos e nunca alimentor o limite o limite forra da loja er muito pouco,1
só não dei 10 porque o limite demora muito tempo para aumentar .,9
nada a reclamar,10
porque eu acho que é muito bom cartão ótimo eu espero que continue assim em breve eu vou cancelar um bocado de cartão cipalmente daqueles que às vezes nega crédito tendo crédito vou cancelar um bocado deles e vou ficar com os melhores se deus quiser só quero contar com um ou dois cartão em breve tô lutando para isso é ótimo cartão de você obrigada,10
anuidade alta,1
"não é muito bom porque eu cancelei as anuidade mais de 4 vezes e continua vindo cobrando , ainda mim diseram que era 1 ano sem anuidade , e porque vem todo mês cobrando ! até a do cartão que eu cancelei , continua vindo , bando de espertos , quero cancelar ele .tambem",4
"operação imediata com pleno sucesso , inclusive liberação de limite etc . satisfeito",10
foi ótimo,10
péssimo atendimento ñ tem ninguém pra ajudar agente quando precisa pra explicar as coisas pra gente,4
porque me ajuda muito,10
"o app é muito ruim , não podemos antecipar o pagamento por lá , não conseguimos reajustar o limite do cartão pelo app , muita burocracia , tenho o meu há anos e meu limite é o mesmo , muito ruim ? ? ? ?",5
cobrança de anuidade .,8
"péssimo cartão , atendimento horrível , paguei minha fatura antes do vencimento , só foi liberado para compra na loja , e liberado uma semana depois para compra e outros estabelecimentos , vou paga-lo e cancelar . cartão complicado sem falar que sempre pago a fatura antes do dia . ahhh sem falar a vergonha que passei em três estabelecimentos que comprei e cartão não passou olhei no aplicativo tinha saldo . pior cartão que tive em minha vida . a propaganda de vocês deveriam ser quem obtém nossos cartões passa vergonha por onde passar no mais só isso . atenciosamente carla aquino .",0
satisfação,9
porque e fácil usar o cartão e muito bem aceito no comecio,9
sem anuidade e top,10
a facilidade em comprar com o cartão amo amo amo .,10
tudo ok,6
a variedades e opção .,10
um bom atendimento on line,9
por que cartão garboso é muito útil,8
bom serviço,10
muitas ofertas e promoções maravilhosas,10
"cartão é muito especial , ,1° por possuí lojas próprias e ótimo atendimento tem cartão há muitos anos , nunca tive nenhum aborrecimentos , não é de mais ?",10
preçisa melhorar,9
gostei da utilidade,7
otino,10
sempre fui bem atendido pelo,10
e muito rápido só o limite que nunca alimenta por isso vou cancelar ele pq deveria alimenta automaticamente como os outros cartões,10
atendimento .,10
por ser um cartão muito bom e tendo a possibilidade de passa em todos os estabelecimento poderia não cobra anuidade .,8
juro muito alto do cartão,1
limite baixo e com anuidade,3
muito boa e rapido,10
deveria aumentar meu limite pois não dá pra nada,5
"bom atencimento , otimo produto , preço excelente",9
"gosto muito porque a gente pode parcelar a compra em até três vezes sem juros , tratando-se de supermercado , isso é muito bom .",10
já tenho mais de 20 anos com este cartão não consigo aumento de limite queria comprar uma geladeira mas o l8nite muito baixo como posso indicar pra alguém ?,5
facilidade nas transações,10
preços de eletro doméstico,10
descontos,10
"o cartão eh bom , mais o rotativo deixar a desejar .",6
pelas ofertas e o excelente atendimento,10
variedade de produtos e atendimento .,10
já tenho o cartão há mais de anos e nunca liberam mais limite pra mim e fora o absurdo que tenho que pagar de anuidade !,1
